geoid,ct,pop,households,grp_qtrs,inst,pop_u18,hisp,white,black,asian,other_race,multiracial,housing,occupied,vacant
36047097000,3097000,2357,2357,0,0,495,258,113,1795,47,25,119,839,794,45
36047097400,3097400,2911,2246,665,292,453,395,145,2170,36,45,120,796,769,27
36047098200,3098200,4076,4066,10,0,1029,1035,22,2822,9,43,145,1604,1576,28
36047098400,3098400,2074,2068,6,0,410,79,40,1862,5,17,71,686,653,33
36047098600,3098600,2814,2814,0,0,557,214,50,2238,66,49,197,1021,983,38
36047098800,3098800,3083,2816,267,267,527,334,90,2390,56,37,176,1070,1036,34
36047099000,3099000,1652,1652,0,0,361,132,63,1262,72,40,83,525,489,36
36047099200,3099200,2056,2051,5,0,411,150,108,1568,69,29,132,686,656,30
36047099400,3099400,2116,2116,0,0,467,97,96,1774,29,15,105,730,702,28
36047099600,3099600,4052,3971,81,0,856,200,197,3420,49,25,161,1269,1211,58
36047099800,3099800,4234,4234,0,0,768,156,148,3620,43,58,209,1464,1367,97
36047100400,3100400,2901,2901,0,0,564,122,51,2503,37,26,162,1048,999,49
36047100600,3100600,2662,2662,0,0,513,171,152,2149,47,22,121,929,884,45
36047100800,3100800,2189,2169,20,9,464,150,124,1694,73,17,131,756,722,34
36047101000,3101000,2605,2605,0,0,571,194,144,1932,126,26,183,840,796,44
36047101200,3101200,2115,2108,7,0,437,152,90,1632,76,52,113,801,746,55
36047101400,3101400,2268,2242,26,0,472,185,84,1771,98,29,101,828,804,24
36047101600,3101600,1551,1540,11,0,264,73,41,1323,31,14,69,495,471,24
36047101800,3101800,2030,2030,0,0,330,151,98,1661,22,18,80,799,771,28
36047102000,3102000,2186,2171,15,0,426,128,111,1740,65,15,127,683,664,19
36047102200,3102200,2313,2313,0,0,494,173,131,1750,136,30,93,831,792,39
36047102400,3102400,2257,2249,8,0,470,155,131,1691,98,46,136,742,713,29
36047102600,3102600,2973,2973,0,0,608,140,120,2521,33,26,133,998,961,37
36047102801,3102801,1754,1732,22,0,334,122,53,1397,60,28,94,618,583,35
36047102802,3102802,5,5,0,0,3,1,0,0,0,0,4,3,3,0
36047103401,3103401,3980,3980,0,0,1097,929,156,2711,13,25,146,1616,1596,20
36047103402,3103402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047105801,3105801,7013,6941,72,28,1202,1278,1387,3760,259,60,269,3545,3492,53
36047105804,3105804,6482,6285,197,174,1092,1257,1152,3639,132,64,238,3272,3181,91
36047107001,3107001,3543,3543,0,0,1064,809,56,2474,33,39,132,1434,1350,84
36047107002,3107002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047107003,3107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047107800,3107800,4112,4059,53,38,610,527,64,3316,22,26,157,1876,1794,82
36047109800,3109800,2290,1979,311,0,594,411,47,1615,30,38,149,681,633,48
36047110400,3110400,5068,4854,214,0,1168,863,87,3723,41,65,289,1952,1815,137
36047110600,3110600,4558,4558,0,0,1271,1180,46,3152,17,47,116,1902,1794,108
36047111000,3111000,3037,3037,0,0,724,716,24,2155,10,33,99,1429,1367,62
36047111600,3111600,3434,3259,175,175,798,778,56,2307,41,39,213,1149,1071,78
36047111800,3111800,3507,3477,30,0,941,938,98,2095,158,49,169,1244,1135,109
36047112000,3112000,3480,3461,19,0,833,1130,52,2001,94,24,179,1260,1140,120
36047112200,3112200,3514,3413,101,0,859,696,81,2332,63,62,280,1305,1211,94
36047112400,3112400,4288,4177,111,0,1079,895,92,3021,43,35,202,1501,1389,112
36047112600,3112600,4368,4274,94,0,1078,1105,56,2945,15,49,198,1671,1559,112
36047112800,3112800,4461,4458,3,0,1039,871,173,3059,32,70,256,1728,1585,143
36047113000,3113000,4460,4460,0,0,1092,952,79,3075,32,37,285,1707,1640,67
36047113200,3113200,2427,2389,38,0,524,455,28,1734,38,32,140,982,914,68
36047113400,3113400,2658,2539,119,0,749,912,59,1565,12,36,74,968,921,47
36047114201,3114201,1880,1880,0,0,404,1187,86,407,107,12,81,614,592,22
36047114202,3114202,2670,2647,23,0,558,1518,128,802,86,44,92,969,908,61
36047114400,3114400,2414,2283,131,0,600,996,72,1181,33,29,103,830,778,52
36047114600,3114600,3134,3079,55,0,722,2012,74,697,157,59,135,1027,958,69
36047115000,3115000,3123,3123,0,0,783,1452,59,1380,42,67,123,1016,954,62
36047115200,3115200,3496,3482,14,0,968,1202,80,1825,140,49,200,1161,1086,75
36047115600,3115600,4452,4400,52,18,1213,1642,110,2418,55,63,164,1631,1563,68
36047115800,3115800,3260,3211,49,0,771,886,60,1975,81,45,213,1165,1083,82
36047116000,3116000,2630,2579,51,0,654,814,12,1641,14,22,127,935,892,43
36047116200,3116200,2374,2374,0,0,512,497,41,1545,63,36,192,885,812,73
36047116400,3116400,3275,3260,15,0,756,1013,52,1836,148,53,173,1103,1062,41
36047116600,3116600,3484,3478,6,0,986,1529,60,1306,289,87,213,1162,1071,91
36047116800,3116800,2273,2251,22,0,540,1370,58,524,136,84,101,782,703,79
36047117000,3117000,1974,1959,15,0,459,1312,45,378,105,62,72,636,590,46
36047117201,3117201,2602,2587,15,0,640,1862,49,456,96,91,48,843,801,42
36047117202,3117202,4266,4153,113,0,995,2764,130,841,217,163,151,1347,1251,96
36047117400,3117400,4331,4301,30,0,987,3188,103,520,204,157,159,1372,1270,102
36047117601,3117601,2760,2722,38,9,660,2031,110,342,92,122,63,891,831,60
36047117602,3117602,3492,3492,0,0,872,2503,90,484,176,126,113,1154,1064,90
36047117800,3117800,1820,1813,7,0,403,1055,30,214,280,133,108,561,513,48
36047118000,3118000,7,7,0,0,4,5,0,0,0,2,0,1,1,0
36047118201,3118201,3345,3345,0,0,832,2426,79,375,240,120,105,1013,943,70
36047118202,3118202,3275,3275,0,0,822,2363,75,331,251,151,104,1015,956,59
36047118400,3118400,5434,5434,0,0,1353,3833,113,618,550,184,136,1712,1594,118
36047118600,3118600,3147,3123,24,0,737,1499,79,358,891,198,122,975,897,78
36047118800,3118800,5156,5142,14,0,1284,1600,119,479,2461,275,222,1512,1426,86
36047119000,3119000,2217,2204,13,0,573,815,63,431,615,183,110,724,656,68
36047119200,3119200,3636,3617,19,0,904,1648,73,1335,324,83,173,1267,1151,116
36047119400,3119400,4320,4320,0,0,1097,1449,69,2054,395,106,247,1486,1406,80
36047119600,3119600,6458,6404,54,0,1627,1544,109,1862,2469,193,281,2061,1943,118
36047119800,3119800,3696,3312,384,212,839,2185,133,1120,112,64,82,1157,1054,103
36047120000,3120000,2873,2729,144,0,693,722,73,1059,754,139,126,863,825,38
36047120200,3120200,1972,1962,10,0,453,392,33,215,1050,147,135,581,536,45
36047120801,3120801,3999,3987,12,0,860,880,59,2047,649,86,278,1449,1351,98
36047120802,3120802,3770,3770,0,0,956,520,16,3015,32,38,149,1536,1488,48
36047120803,3120803,2010,1817,193,193,438,599,86,961,203,48,113,653,624,29
36047121000,3121000,3688,3688,0,0,1005,1781,11,1742,61,26,67,1445,1418,27
36047121400,3121400,4100,4100,0,0,1200,1746,59,2115,35,30,115,1508,1488,20
36047122000,3122000,6169,6169,0,0,1621,1272,98,4222,117,102,358,2290,2151,139
36047123700,3123700,8586,8586,0,0,4862,744,7085,128,57,402,170,1763,1677,86
36047150200,3150200,2616,2616,0,0,670,426,1772,57,202,34,125,1071,995,76
36047152200,3152200,3287,3272,15,0,623,458,1493,477,590,52,217,1232,1143,89
36047990100,3990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36061000100,1000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36061000201,1000201,2012,1982,30,0,352,784,221,244,702,11,50,842,804,38
36061000202,1000202,7266,7082,184,0,1205,2683,1575,942,1832,67,167,3512,3386,126
36061000500,1000500,5,5,0,0,1,0,0,1,2,0,2,25,0,25
36061000600,1000600,11616,11303,313,266,1723,2946,1145,1227,6027,64,207,5790,4833,957
36061000700,1000700,10542,10464,78,0,1030,927,6782,353,1894,105,481,7067,5929,1138
36061000800,1000800,10871,10641,230,0,1430,532,1233,228,8708,62,108,4809,4619,190
36061000900,1000900,2016,1848,168,0,312,223,1148,151,357,32,105,1124,904,220
36061001001,1001001,1767,1767,0,0,315,259,1085,49,272,29,73,907,856,51
36061001002,1001002,6300,5789,511,0,1408,3702,134,1264,1050,47,103,2419,2381,38
36061001200,1001200,3776,3727,49,49,627,1104,1705,118,666,35,148,1851,1779,72
36061001300,1001300,5402,5370,32,0,581,522,3339,169,1045,49,278,3519,3081,438
36061001401,1001401,3543,3543,0,0,679,416,2080,88,718,41,200,1871,1735,136
36061001402,1001402,3418,3319,99,0,312,996,957,287,1023,51,104,1833,1741,92
36061001501,1001501,8385,7355,1030,16,860,763,4745,364,2102,66,345,4465,4104,361
36061001502,1001502,10378,9292,1086,520,1027,993,6335,474,1951,94,531,5519,4789,730
36061001600,1001600,7698,7449,249,0,917,444,1347,229,5470,37,171,3563,3285,278
36061001800,1001800,7934,7379,555,0,845,1122,2551,378,3579,73,231,3942,3601,341
36061002000,1002000,4648,4621,27,0,894,2829,77,867,765,31,79,1874,1851,23
36061002100,1002100,7811,7780,31,0,1961,547,5223,122,1337,84,498,3781,3339,442
36061002201,1002201,6969,6886,83,33,878,2844,1629,799,1457,45,195,3357,3234,123
36061002202,1002202,2488,2295,193,0,209,474,1308,209,374,38,85,1306,1210,96
36061002400,1002400,4518,4483,35,0,986,2719,81,975,645,17,81,1771,1756,15
36061002500,1002500,4630,4630,0,0,818,1780,86,879,1753,42,90,1954,1912,42
36061002601,1002601,3609,3441,168,0,489,1446,1121,401,503,25,113,1638,1567,71
36061002602,1002602,4816,4503,313,0,459,981,2406,391,789,51,198,2455,2302,153
36061002700,1002700,1370,1323,47,5,164,53,232,22,1022,9,32,694,649,45
36061002800,1002800,6819,6697,122,0,829,2609,2164,731,1013,70,232,3582,3371,211
36061002901,1002901,1096,137,959,940,16,318,228,415,119,5,11,91,90,1
36061002902,1002902,4359,4342,17,0,494,158,556,29,3495,14,107,2404,2148,256
36061003001,1003001,4663,4628,35,0,301,754,2575,165,938,37,194,3005,2661,344
36061003002,1003002,3035,3020,15,0,206,640,1577,143,493,70,112,1919,1766,153
36061003100,1003100,2989,1718,1271,3,233,433,1270,340,623,71,252,1181,917,264
36061003200,1003200,8372,8305,67,0,500,1019,5592,233,1126,76,326,5077,4732,345
36061003300,1003300,6458,6436,22,0,1419,380,4832,94,747,31,374,3421,2867,554
36061003400,1003400,7012,6987,25,0,431,1139,4459,244,759,84,327,4564,4100,464
36061003601,1003601,3513,3021,492,0,326,1195,1030,419,742,42,85,1631,1463,168
36061003602,1003602,3000,2532,468,0,179,388,1778,210,473,30,121,1637,1514,123
36061003700,1003700,3092,3069,23,0,408,290,2198,82,338,27,157,2080,1702,378
36061003800,1003800,9070,8626,444,28,392,1132,5909,318,1245,64,402,5799,5262,537
36061003900,1003900,7036,7016,20,0,1557,525,5216,213,622,78,382,3520,3019,501
36061004001,1004001,3743,3604,139,92,166,418,2645,135,359,31,155,2380,2176,204
36061004002,1004002,5090,3680,1410,0,216,545,3149,185,804,93,314,2297,2074,223
36061004100,1004100,7523,6896,627,0,642,569,2594,210,3829,82,239,3962,3526,436
36061004200,1004200,5216,2611,2605,0,205,557,2641,367,1386,39,226,1906,1567,339
36061004300,1004300,4158,4147,11,0,267,545,2556,67,760,52,178,2730,2429,301
36061004400,1004400,17222,17198,24,0,1744,1615,11076,560,2978,141,852,8802,8332,470
36061004500,1004500,1093,1091,2,0,175,53,688,17,251,19,65,595,492,103
36061004700,1004700,2644,2644,0,0,285,220,1987,40,248,19,130,1938,1503,435
36061004800,1004800,6955,6046,909,165,518,622,4766,267,959,70,271,3857,3524,333
36061004900,1004900,4777,4759,18,0,406,355,3619,83,434,37,249,3266,2816,450
36061005000,1005000,5223,5156,67,0,479,286,3935,72,686,26,218,3710,3125,585
36061005200,1005200,3808,3024,784,0,458,284,2457,161,487,83,336,1799,1568,231
36061005400,1005400,4909,4892,17,0,533,294,3676,73,617,29,220,3111,2801,310
36061005501,1005501,4564,4046,518,0,670,384,2990,191,678,43,278,2446,2098,348
36061005502,1005502,1956,1939,17,0,241,126,1483,48,180,18,101,1300,1107,193
36061005600,1005600,4281,3819,462,0,597,498,2541,449,545,48,200,2777,2364,413
36061005700,1005700,2998,2979,19,0,380,127,2388,39,311,14,119,1854,1695,159
36061005800,1005800,5109,5109,0,0,506,484,3543,146,735,37,164,3378,2967,411
36061005900,1005900,5707,4871,836,0,519,394,4259,119,631,53,251,3388,2899,489
36061006000,1006000,5290,5277,13,0,1152,397,3682,147,683,69,312,2489,2362,127
36061006100,1006100,5494,4123,1371,0,522,554,3542,316,708,57,317,2865,2390,475
36061006200,1006200,3686,3265,421,93,406,442,1646,414,971,61,152,1776,1645,131
36061006300,1006300,6707,6442,265,0,706,454,5319,127,447,82,278,4381,3839,542
36061006400,1006400,8744,8421,323,0,692,919,5815,285,1211,128,386,5637,5016,621
36061006500,1006500,6721,5696,1025,0,387,608,4737,197,828,31,320,3863,3502,361
36061006600,1006600,12341,11658,683,0,904,2211,6310,1052,2136,198,434,7262,6773,489
36061006700,1006700,5547,5428,119,92,300,461,4397,83,374,30,202,3895,3500,395
36061006800,1006800,7706,6542,1164,0,459,732,4983,456,1123,106,306,4681,4142,539
36061006900,1006900,2799,2442,357,0,383,219,2073,89,226,40,152,1564,1297,267
36061007001,1007001,4550,4376,174,0,408,411,2943,185,778,39,194,2921,2629,292
36061007002,1007002,4865,4852,13,0,351,389,3408,82,754,28,204,3076,2790,286
36061007100,1007100,5851,5461,390,0,445,490,4501,195,367,54,244,3891,3335,556
36061007200,1007200,9358,8801,557,0,696,766,6451,343,1447,71,280,5761,5195,566
36061007300,1007300,6180,6158,22,0,352,444,4962,98,374,52,250,4491,3982,509
36061007400,1007400,5698,4851,847,0,336,486,3637,291,1040,59,185,3646,3005,641
36061007500,1007500,4000,3978,22,0,477,267,3231,88,210,31,173,2599,2237,362
36061007600,1007600,2921,2606,315,0,210,344,1125,269,1067,22,94,1900,1513,387
36061007700,1007700,6192,6163,29,0,501,480,4898,92,449,37,236,4347,3877,470
36061007800,1007800,9109,9063,46,20,884,692,5421,264,2296,55,381,6011,5343,668
36061007900,1007900,4442,4413,29,0,521,263,3546,90,279,50,214,2963,2580,383
36061008000,1008000,5906,5520,386,0,462,441,4062,243,933,38,189,4003,3369,634
36061008100,1008100,7853,7750,103,0,640,876,5517,229,784,84,363,5420,4794,626
36061008200,1008200,3414,3394,20,0,272,268,2230,86,656,26,148,2515,2062,453
36061008300,1008300,3853,3853,0,0,435,1126,1682,458,432,26,129,2373,2064,309
36061008400,1008400,1985,1600,385,0,113,266,736,282,609,11,81,1878,963,915
36061008601,1008601,4853,4853,0,0,575,408,2441,190,1591,54,169,3366,2605,761
36061008602,1008602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36061008603,1008603,5347,5347,0,0,563,345,4178,58,550,75,141,3807,3114,693
36061008700,1008700,6510,6492,18,0,592,697,4565,122,770,69,287,4390,3909,481
36061008800,1008800,8852,8837,15,0,716,741,5305,262,2123,64,357,6662,5713,949
36061008900,1008900,5957,5629,328,0,613,933,3787,330,581,80,246,3567,3233,334
36061009000,1009000,8830,8647,183,0,769,622,5226,288,2233,97,364,6051,5191,860
36061009100,1009100,7362,6987,375,21,655,689,4859,420,1025,52,317,4858,4289,569
36061009200,1009200,1866,1814,52,0,112,221,1048,94,427,11,65,1425,1154,271
36061009300,1009300,9325,9233,92,0,1001,1667,5696,690,834,102,336,5781,5386,395
36061009400,1009400,109,104,5,0,13,15,55,10,26,1,2,71,57,14
36061009500,1009500,3892,2457,1435,0,279,1376,1735,290,378,31,82,1697,1414,283
36061009600,1009600,608,205,403,0,18,128,122,242,82,13,21,255,133,122
36061009700,1009700,5071,4593,478,0,461,1334,2231,558,666,62,220,2790,2593,197
36061009800,1009800,8078,8003,75,0,675,589,5413,168,1508,71,329,5783,4799,984
36061009901,1009901,2093,2038,55,0,281,245,1406,88,246,8,100,1373,1124,249
36061009902,1009902,3848,3848,0,0,419,565,2184,271,591,35,202,2598,2353,245
36061009903,1009903,2380,2288,92,0,207,378,959,227,688,33,95,1507,1342,165
36061010000,1010000,2170,1930,240,0,152,240,1291,112,427,13,87,1597,1189,408
36061010100,1010100,2596,1984,612,0,299,377,832,360,910,41,76,1371,1225,146
36061010200,1010200,283,271,12,0,30,35,204,3,31,8,2,329,153,176
36061010300,1010300,4095,3034,1061,0,212,1413,1438,215,861,30,138,2253,1992,261
36061010400,1010400,983,978,5,0,76,96,643,28,168,14,34,1210,618,592
36061010601,1010601,8256,8256,0,0,795,432,6989,46,555,37,197,5585,4795,790
36061010602,1010602,5489,5172,317,0,941,422,3500,313,947,53,254,2952,2610,342
36061010801,1010801,3297,3273,24,0,377,260,2307,66,543,23,98,2174,1976,198
36061010802,1010802,3805,3805,0,0,451,233,2889,46,484,21,132,2462,2173,289
36061010803,1010803,2696,2696,0,0,333,171,1888,24,515,18,80,1965,1555,410
36061010900,1010900,407,256,151,0,23,56,134,77,124,1,15,153,141,12
36061011000,1011000,7671,7658,13,0,943,639,5492,173,1024,60,283,5089,4444,645
36061011100,1011100,6138,5042,1096,0,366,1152,2362,800,1559,49,216,3411,2958,453
36061011201,1011201,1233,1227,6,0,94,139,891,9,148,10,36,994,743,251
36061011202,1011202,500,494,6,0,40,44,370,11,67,3,5,601,283,318
36061011203,1011203,1420,1401,19,0,160,85,961,10,289,14,61,1238,822,416
36061011300,1011300,216,144,72,0,10,35,78,48,49,0,6,130,100,30
36061011401,1011401,1361,1348,13,0,187,81,1076,36,124,14,30,1365,723,642
36061011402,1011402,2620,2583,37,0,334,160,2050,42,241,23,104,1950,1459,491
36061011500,1011500,3863,3566,297,0,342,616,1386,273,1407,45,136,2522,2089,433
36061011600,1011600,3263,3156,107,19,327,344,2177,90,484,35,133,2498,1992,506
36061011700,1011700,5256,5207,49,0,535,949,2149,422,1452,61,223,3521,3156,365
36061011800,1011800,9688,9678,10,0,1320,508,7729,98,936,48,369,6175,5362,813
36061011900,1011900,1666,1076,590,0,244,440,389,708,47,23,59,1060,946,114
36061012000,1012000,3905,3817,88,0,560,181,3288,54,250,24,108,2604,2006,598
36061012101,1012101,3408,3113,295,19,130,567,1575,365,775,36,90,2437,2043,394
36061012102,1012102,5236,5213,23,0,312,882,3325,311,440,47,231,3558,3302,256
36061012200,1012200,3425,3425,0,0,382,193,2930,21,184,26,71,2814,1935,879
36061012400,1012400,10845,10521,324,23,1420,826,7749,207,1588,78,397,6803,6105,698
36061012500,1012500,2901,2558,343,90,156,415,1015,287,1078,39,67,2117,1568,549
36061012601,1012601,7437,7428,9,0,999,468,5797,91,814,36,231,4769,4325,444
36061012602,1012602,6400,6276,124,0,924,363,5292,76,437,39,193,3913,3431,482
36061012700,1012700,7282,7185,97,0,422,1548,3933,295,1108,69,329,4909,4295,614
36061012800,1012800,6545,6493,52,0,1172,321,5623,42,341,60,158,3767,3121,646
36061012901,1012901,7959,7603,356,0,959,1290,3378,825,2074,78,314,5130,4635,495
36061012902,1012902,3144,2794,350,0,253,784,1491,303,392,32,142,1740,1616,124
36061013000,1013000,3911,3908,3,0,543,208,3388,45,191,16,63,2769,1976,793
36061013100,1013100,3962,3636,326,0,351,610,1862,270,1069,24,127,2792,2357,435
36061013201,1013201,3146,3146,0,0,410,211,2313,46,452,14,110,1994,1825,169
36061013202,1013202,4237,4220,17,0,653,368,3029,103,497,30,210,2575,2445,130
36061013203,1013203,3747,3747,0,0,427,269,2739,70,493,20,156,2443,2241,202
36061013300,1013300,6782,6750,32,0,461,1201,3511,242,1479,52,297,4442,3903,539
36061013400,1013400,11882,11641,241,0,1580,938,9155,184,1130,70,405,7470,6712,758
36061013501,1013501,5504,5483,21,0,623,1422,2281,373,1193,37,198,3143,2959,184
36061013502,1013502,6358,6281,77,0,728,1452,2484,664,1417,58,283,3891,3481,410
36061013601,1013601,1962,1962,0,0,283,93,1700,4,104,11,50,1021,952,69
36061013602,1013602,5070,5070,0,0,777,399,3845,94,507,35,190,2941,2673,268
36061013603,1013603,4387,4376,11,0,678,301,3474,78,340,23,171,2581,2408,173
36061013604,1013604,5057,5057,0,0,593,410,3800,92,504,37,214,3185,2876,309
36061013700,1013700,7308,6847,461,0,772,731,4646,358,1283,55,235,5809,4104,1705
36061013800,1013800,13109,12721,388,380,1612,913,9967,281,1438,64,446,8067,7373,694
36061013900,1013900,9988,9645,343,0,566,1218,6091,513,1726,90,350,7275,6305,970
36061014000,1014000,8050,8010,40,19,1476,464,6601,73,619,28,265,4433,3883,550
36061014200,1014200,4463,4437,26,0,762,264,3842,8,208,24,117,2777,2138,639
36061014300,1014300,129,17,112,0,12,32,32,49,2,5,9,5,5,0
36061014401,1014401,5040,5040,0,0,674,379,3994,76,381,25,185,2881,2700,181
36061014402,1014402,7151,7120,31,0,1008,593,5446,128,669,42,273,4236,3936,300
36061014500,1014500,7532,6299,1233,0,834,765,4628,256,1472,82,329,4294,3451,843
36061014601,1014601,4481,4444,37,0,540,369,3230,97,564,44,177,2788,2596,192
36061014602,1014602,9061,9061,0,0,1221,671,6687,142,1103,51,407,5475,5067,408
36061014700,1014700,2987,2968,19,0,556,265,1643,60,845,27,147,1822,1537,285
36061014801,1014801,3221,3211,10,0,634,185,2485,28,350,24,149,1759,1555,204
36061014802,1014802,7494,7486,8,0,1242,464,5889,65,751,59,266,4206,3659,547
36061014900,1014900,6351,5952,399,0,957,397,4817,117,720,26,274,4108,3368,740
36061015001,1015001,2321,2321,0,0,412,80,1968,15,147,20,91,1298,1084,214
36061015002,1015002,5642,5628,14,0,985,266,4862,30,306,24,154,2932,2568,364
36061015101,1015101,3756,3756,0,0,693,1670,468,1047,434,40,97,1842,1733,109
36061015102,1015102,8254,8230,24,0,1729,1247,4036,599,1913,66,393,5868,4058,1810
36061015200,1015200,7730,7718,12,0,1349,1562,4107,926,794,82,259,3980,3829,151
36061015301,1015301,3684,3666,18,0,490,269,2949,41,272,17,136,2339,2009,330
36061015302,1015302,6032,6005,27,0,961,413,4416,67,825,29,282,3867,3319,548
36061015401,1015401,5189,5182,7,0,596,454,3636,195,623,34,247,3182,2992,190
36061015402,1015402,4503,4503,0,0,574,457,3025,130,631,36,224,2549,2401,148
36061015403,1015403,5738,5605,133,0,1001,868,3348,416,846,44,216,2940,2816,124
36061015501,1015501,5091,5091,0,0,695,226,3875,55,693,32,210,3479,3005,474
36061015502,1015502,5759,5759,0,0,960,397,4122,128,860,57,195,3457,3076,381
36061015601,1015601,5568,5438,130,78,646,730,3371,309,921,44,193,3256,2882,374
36061015602,1015602,2154,2143,11,0,388,719,661,311,369,30,64,1096,1030,66
36061015700,1015700,11197,10680,517,0,1296,871,8492,264,955,193,422,7056,6188,868
36061015801,1015801,5600,5376,224,0,908,435,4278,109,502,37,239,2935,2667,268
36061015802,1015802,4516,3527,989,0,440,706,2443,317,833,37,180,2071,1932,139
36061015900,1015900,10054,9990,64,0,1578,632,7555,186,1117,108,456,6413,5417,996
36061016001,1016001,3852,3828,24,0,729,220,3273,33,198,22,106,1942,1684,258
36061016002,1016002,3607,3059,548,0,494,476,2288,152,566,26,99,1490,1374,116
36061016100,1016100,6617,6601,16,0,870,539,5116,125,505,36,296,4228,3691,537
36061016200,1016200,9033,8995,38,7,1692,3862,585,3364,920,73,229,4070,3915,155
36061016300,1016300,7292,6722,570,180,1126,651,5282,326,612,56,365,4325,3609,716
36061016400,1016400,7371,7371,0,0,1654,3681,831,1888,736,70,165,3171,3094,77
36061016500,1016500,6659,6639,20,0,1090,551,5151,140,479,21,317,3936,3379,557
36061016600,1016600,7012,6521,491,0,1256,3477,1453,1205,565,77,235,3307,3087,220
36061016700,1016700,7210,6960,250,0,1373,562,5546,206,540,78,278,3817,3364,453
36061016800,1016800,4964,4272,692,692,914,2276,926,1338,291,35,98,1889,1786,103
36061016900,1016900,8526,8427,99,99,1211,1027,6244,254,598,85,318,4909,4419,490
36061017000,1017000,7991,7628,363,0,1342,4251,870,1272,1283,96,219,3467,3341,126
36061017100,1017100,9694,9004,690,0,1630,979,7188,411,586,115,415,4956,4549,407
36061017200,1017200,5441,5413,28,0,1048,2985,755,1026,419,69,187,2456,2304,152
36061017300,1017300,8699,8488,211,0,1319,1274,5779,569,569,64,444,5012,4434,578
36061017401,1017401,5449,5230,219,0,1114,2420,717,1610,510,38,154,2301,2181,120
36061017402,1017402,2276,2259,17,0,345,820,435,687,225,20,89,1068,993,75
36061017500,1017500,11110,10137,973,270,1621,1313,8126,440,697,116,418,5744,4943,801
36061017700,1017700,9382,9382,0,0,1409,2241,4755,1253,612,92,429,5101,4744,357
36061017800,1017800,3860,3836,24,0,627,2016,818,687,146,49,144,1897,1727,170
36061017900,1017900,9103,8787,316,0,1204,1302,6057,573,726,91,354,5255,4609,646
36061018000,1018000,7429,7395,34,0,1582,4354,779,1541,487,67,201,3139,3005,134
36061018100,1018100,8941,8934,7,0,1317,1421,5108,1024,879,104,405,4753,4431,322
36061018200,1018200,7675,7106,569,0,1652,4130,754,2002,473,121,195,3079,2909,170
36061018300,1018300,8534,8015,519,57,1078,1125,5494,484,907,120,404,4751,4148,603
36061018400,1018400,7820,7798,22,0,1728,3718,680,2609,441,95,277,3413,3297,116
36061018500,1018500,5243,5223,20,0,651,482,3072,465,934,66,224,3309,3016,293
36061018600,1018600,5127,5016,111,0,1119,1946,348,2356,206,87,184,2174,2070,104
36061018700,1018700,9383,8884,499,50,1536,1482,5752,838,764,119,428,4696,4323,373
36061018800,1018800,5697,5579,118,0,1157,3288,856,1074,269,59,151,2547,2295,252
36061018900,1018900,11556,10920,636,516,1822,4692,3061,2620,715,90,378,5327,5005,322
36061019000,1019000,3679,3657,22,0,781,753,756,1617,312,46,195,1765,1668,97
36061019100,1019100,9005,8669,336,0,1166,1431,5528,731,887,68,360,4951,4575,376
36061019200,1019200,3971,3738,233,0,954,2064,187,1403,184,36,97,1551,1504,47
36061019300,1019300,8736,8428,308,34,1071,3458,2473,1347,1023,110,325,4318,4065,253
36061019400,1019400,6978,6625,353,0,1457,3871,578,1990,260,70,209,2883,2705,178
36061019500,1019500,7828,7306,522,0,893,1407,4453,401,1120,78,369,3932,3485,447
36061019600,1019600,4031,3506,525,286,536,1837,554,1241,227,39,133,1801,1692,109
36061019701,1019701,1278,1235,43,0,148,196,385,155,482,24,36,896,687,209
36061019702,1019702,2601,2531,70,0,367,431,914,734,316,25,181,1301,1206,95
36061019800,1019800,2370,2175,195,139,324,452,561,1034,212,11,100,1135,1073,62
36061019900,1019900,9598,6848,2750,355,898,1300,4967,784,1927,112,508,4030,3537,493
36061020000,1020000,2855,2706,149,0,362,412,859,1205,171,31,177,1548,1388,160
36061020101,1020101,1863,834,1029,0,138,219,839,173,523,28,81,487,411,76
36061020102,1020102,4077,4049,28,0,683,850,1173,1566,196,32,260,1906,1773,133
36061020300,1020300,3874,791,3083,0,101,606,1427,504,1097,58,182,508,438,70
36061020500,1020500,5023,2614,2409,0,423,465,2991,274,928,66,299,1360,1219,141
36061020600,1020600,3628,3431,197,0,638,870,613,1801,115,34,195,1831,1697,134
36061020701,1020701,3035,2446,589,0,205,302,1466,153,910,34,170,1500,1361,139
36061020800,1020800,5255,5159,96,0,887,794,1001,2955,186,60,259,2655,2391,264
36061020901,1020901,3665,3608,57,0,733,1608,267,1497,168,25,100,1539,1482,57
36061021000,1021000,6748,6739,9,0,1417,2009,162,4177,145,47,208,3149,3039,110
36061021100,1021100,10529,9408,1121,0,1358,2853,3340,1736,2028,174,398,4726,4407,319
36061021200,1021200,4899,4435,464,213,626,909,611,2893,211,61,214,2803,2655,148
36061021303,1021303,5583,5238,345,0,830,1852,1171,1966,295,66,233,2532,2340,192
