ct,cd,pop,pop_u18,hisp,white,black,asian,other_race,multiracial,nta
36081105900,19,3812,684,318,1902,16,1509,19,48,Murray Hill-Broadway Flushing
36081107201,32,2370,497,262,1959,18,47,39,45,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081107202,31,0,0,0,0,0,0,0,0,Jamaica Bay (East)
36081108500,19,2778,536,398,1128,18,1183,13,38,Auburndale
36081109300,19,3139,550,238,1561,57,1199,12,72,Bayside
36081109700,19,1797,319,265,877,19,594,5,37,Bayside
36081109900,19,3538,698,486,1252,49,1682,21,48,Auburndale
36081111300,19,2611,483,295,1070,30,1147,8,61,Bayside
36081112300,19,2126,341,390,754,30,879,15,58,Bayside
36081112900,19,2248,379,270,1055,39,815,15,54,Bayside
36081113300,19,1554,282,231,802,8,470,15,28,Auburndale
36081113900,19,3602,603,735,1352,58,1361,18,78,Auburndale
36081114100,19,2580,438,285,1194,15,1028,6,52,Murray Hill-Broadway Flushing
36081114700,19,1833,332,207,755,3,826,12,30,Murray Hill-Broadway Flushing
36081115100,19,1087,162,122,455,5,494,0,11,Murray Hill-Broadway Flushing
36081115500,20,2132,423,618,363,30,1068,15,38,Murray Hill-Broadway Flushing
36081115700,20,3529,495,442,400,22,2614,12,39,Murray Hill-Broadway Flushing
36081115900,20,3922,612,604,488,79,2675,42,34,Murray Hill-Broadway Flushing
36081116100,20,4585,596,607,316,136,3446,12,68,Flushing-Willets Point
36081116301,20,5178,754,1277,375,174,3277,18,57,Murray Hill-Broadway Flushing
36081116302,20,3461,552,679,188,92,2431,23,48,Murray Hill-Broadway Flushing
36081116700,20,2094,386,581,92,21,1357,12,31,Murray Hill-Broadway Flushing
36081117100,19,2837,445,685,427,34,1649,13,29,Murray Hill-Broadway Flushing
36081117500,19,5410,885,833,1249,99,3096,38,95,Murray Hill-Broadway Flushing
36081118100,19,2015,326,286,632,31,1033,14,19,Auburndale
36081118500,20,2357,429,674,245,28,1375,8,27,East Flushing
36081118700,20,2648,462,569,204,70,1779,5,21,East Flushing
36081118900,20,2625,475,382,211,20,1972,12,28,East Flushing
36081119100,20,3694,708,1163,320,36,2144,7,24,East Flushing
36081119300,19,2407,456,477,395,27,1468,8,32,East Flushing
36081119500,19,1445,248,357,417,29,607,11,24,East Flushing
36081119900,20,1699,232,247,226,11,1174,10,31,East Flushing
36081120100,20,1840,344,261,102,18,1427,6,26,East Flushing
36081120300,20,1818,288,196,142,16,1443,5,16,East Flushing
36081120500,20,3144,500,240,125,32,2675,25,47,East Flushing
36081120701,20,3058,506,573,681,34,1705,10,55,East Flushing
36081120702,20,3,1,1,0,0,2,0,0,East Flushing
36081121100,20,2,0,0,0,0,1,1,0,Kissena Park
36081121500,20,4737,945,976,485,85,3088,40,63,Queensboro Hill
36081122300,24,3822,794,556,964,54,2140,36,72,Fresh Meadows-Utopia
36081122702,24,6959,1582,2017,870,2244,1484,97,247,Pomonok-Electchester-Hillcrest
36081122703,24,6801,1343,2386,1879,863,1365,104,204,Pomonok-Electchester-Hillcrest
36081122704,24,4444,899,874,964,364,2046,43,153,Pomonok-Electchester-Hillcrest
36081124100,24,4004,775,519,1191,243,1862,63,126,Pomonok-Electchester-Hillcrest
36081124700,24,3734,844,262,1665,58,1574,59,116,Pomonok-Electchester-Hillcrest
36081125700,24,3642,714,870,368,446,1783,68,107,Pomonok-Electchester-Hillcrest
36081126500,24,1595,210,262,376,99,786,41,31,Pomonok-Electchester-Hillcrest
36081126700,24,4490,389,788,1742,581,1161,39,179,Pomonok-Electchester-Hillcrest
36081127700,24,3600,914,159,2579,152,528,67,115,Jamaica Estates-Holliswood
36081128300,23,5,0,1,0,2,2,0,0,Cunningham Park
36081129102,23,3561,720,319,1933,105,1041,48,115,Oakland Gardens-Hollis Hills
36081129103,23,3811,518,419,1912,121,1241,17,101,Oakland Gardens-Hollis Hills
36081129104,23,4318,662,615,1715,151,1649,50,138,Oakland Gardens-Hollis Hills
36081130100,23,4203,732,804,758,600,1678,188,175,Bellerose
