ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36081048900,1609,427,0,13,0,13,0,13,9,15,45,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1299,439,239,122,1609,427,861,290,748,369,256,230,17,15,0,13,44,68,9,21,0,13,0,13,9,21,0,13,0,13,0,13,0,13,422,310,0,13,26,41,121,194,36,53,132,174,0,13,107,166,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,726,295,153,244,0,13,0,13,0,13,0,13,456,191,66,110,0,13,8,13,0,13,11,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,36
36081049201,3325,501,0,13,0,13,0,13,164,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,110,137,10,15,0,13,0,13,61,90,66,110,21,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13,74,109,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,62,90,0,13,1108,361,0,13,0,13,0,13,0,13,29,33,0,13,792,348,239,179,0,13,0,13,48,49,0,13,0,13,1496,427,380,174,3325,501,2648,465,677,392,107,166,241,241,0,13,128,94,147,121,0,13,11,17,38,58,0,13,24,28,74,110,0,13,30,45,0,13,0,13,0,13,30,45,0,13,0,13,0,13,0,13,0,13,0,13,24,25,11,17,0,13,0,13,13,18,196,132,130,112,10,18,0,13,0,13,0,13,0,13,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,48,0,13,0,13,0,13,0,13,0,13,0,13,8,14
36081049202,2532,723,0,13,0,13,0,13,26,38,29,47,0,13,0,13,0,13,0,13,29,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,461,477,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,36,0,13,0,13,0,13,6,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,251,219,0,13,0,13,0,13,0,13,0,13,0,13,169,143,117,148,0,13,0,13,0,13,0,13,0,13,1437,510,457,304,2532,723,1833,647,699,463,0,13,77,110,91,96,50,71,83,87,29,43,54,77,0,13,0,13,0,13,0,13,0,13,398,445,0,13,0,13,0,13,0,13,398,445,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,692,337,167,133,116,160,0,13,0,13,0,13,0,13,172,192,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,227,232,0,13,0,13,0,13,0,13,0,13,0,13,10,16
36081049301,2467,466,0,13,0,13,0,13,44,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,37,0,13,0,13,82,129,0,13,0,13,0,13,0,13,0,13,0,13,23,26,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,22,21,0,13,34,53,0,13,2,6,0,13,0,13,144,112,0,13,229,117,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,113,70,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1472,381,406,234,2467,466,1725,369,742,271,130,157,101,92,0,13,57,59,45,65,0,13,0,13,45,65,0,13,0,13,0,13,0,13,372,180,0,13,0,13,0,13,110,129,254,126,0,13,8,12,0,13,0,13,0,13,37,41,10,12,0,13,0,13,27,39,805,252,0,13,0,13,0,13,0,13,0,13,627,239,17,33,0,13,0,13,0,13,38,54,0,13,0,13,0,13,0,13,0,13,78,118,0,13,0,13,0,13,37,48,0,13,0,13,8,13
36081049302,2992,559,0,13,4,7,0,13,45,28,21,25,8,15,0,13,0,13,0,13,13,19,0,13,0,13,0,13,0,13,19,29,0,13,0,13,0,13,0,13,0,13,0,13,7,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,15,0,13,6,13,0,13,6,9,0,13,209,103,0,13,171,210,4,7,4,7,0,13,0,13,312,152,0,13,342,142,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,300,189,0,13,0,13,51,51,14,21,0,13,0,13,0,13,0,13,8,11,0,13,0,13,6,12,0,13,0,13,0,13,0,13,6,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,13,0,13,0,13,0,13,0,13,0,13,1697,619,269,180,2992,559,1956,419,1036,391,269,244,310,172,20,37,34,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,366,249,32,43,0,13,151,209,112,120,27,35,0,13,44,40,0,13,0,13,0,13,37,44,11,18,0,13,0,13,26,42,857,452,7,13,67,99,0,13,0,13,0,13,560,407,180,149,0,13,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,27,50,0,13,0,13,0,13
36081049500,1713,248,0,13,0,13,0,13,54,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,23,33,0,13,0,13,0,13,0,13,0,13,0,13,28,42,0,13,0,13,6,9,0,13,0,13,0,13,46,36,0,13,9,12,7,10,12,13,0,13,73,52,0,13,75,86,0,13,0,13,0,13,0,13,138,69,0,13,276,129,0,13,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,160,133,0,13,31,45,24,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,139,212,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,139,212,0,13,0,13,0,13,0,13,546,206,413,154,1713,248,1171,227,542,216,69,67,89,76,0,13,62,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,264,174,23,36,0,13,0,13,135,134,7,12,0,13,41,50,58,89,0,13,0,13,58,57,58,57,0,13,0,13,0,13,132,93,0,13,0,13,0,13,0,13,0,13,87,68,9,11,0,13,0,13,0,13,7,9,0,13,29,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081049600,3451,521,0,13,0,13,0,13,42,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,11,15,0,13,97,124,0,13,0,13,555,203,0,13,0,13,0,13,14,19,0,13,21,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,870,515,0,13,0,13,22,20,0,13,0,13,0,13,554,501,69,67,98,93,0,13,138,153,0,13,0,13,1579,369,384,171,3451,521,2535,568,916,342,0,13,65,62,0,13,15,25,286,187,0,13,7,15,98,118,0,13,0,13,181,136,0,13,449,255,111,179,0,13,0,13,0,13,64,86,29,48,235,198,0,13,0,13,10,16,101,80,0,13,11,17,0,13,90,78,909,280,577,200,162,141,0,13,0,13,0,13,11,16,83,89,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,29,0,13,55,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081049700,2883,772,0,13,0,13,0,13,145,178,12,18,1,2,0,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,35,0,13,0,13,0,13,27,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,48,44,0,13,0,13,1,2,0,13,0,13,0,13,237,251,0,13,195,105,0,13,37,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,261,178,0,13,110,166,12,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1363,733,540,281,2883,772,2145,500,738,691,208,341,174,216,0,13,242,379,14,24,0,13,0,13,0,13,0,13,0,13,14,24,0,13,99,84,0,13,0,13,0,13,52,59,0,13,0,13,47,55,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2,862,343,0,13,0,13,0,13,0,13,0,13,739,310,59,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,69,0,13,0,13,0,13,0,13,0,13,18,30,0,13,0,13,0,13
36081049900,5705,828,11,17,0,18,0,18,38,42,40,61,0,18,0,18,0,18,0,18,40,61,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,25,38,11,17,0,18,0,18,0,18,11,18,0,18,22,25,0,18,0,18,11,17,7,12,0,18,22,24,0,18,0,18,20,32,11,17,0,18,0,18,102,64,0,18,94,60,0,18,6,10,0,18,0,18,0,18,0,18,0,18,0,18,0,18,210,139,67,87,0,18,31,51,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,35,0,18,0,18,0,18,0,18,0,18,0,18,1,3,23,34,0,18,0,18,0,18,0,18,0,18,4143,817,1010,376,5705,828,4665,674,1040,570,132,150,183,202,0,18,54,62,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,618,514,0,18,0,18,33,54,185,143,283,390,0,18,0,18,62,97,55,89,0,18,53,52,13,19,0,18,0,18,40,47,3768,670,67,66,153,114,0,18,0,18,0,18,2575,556,561,279,0,18,40,63,0,18,125,94,0,18,31,49,0,18,186,143,0,18,0,18,0,18,0,18,0,18,19,31,0,18,0,18,11,17
36081050000,4850,801,0,13,0,13,0,13,144,153,11,19,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,19,0,13,19,23,0,13,1,6,0,13,0,13,0,13,0,13,221,185,0,13,0,13,0,13,10,17,0,13,52,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,12,0,13,14,29,0,13,0,13,13,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,273,184,0,13,0,13,48,88,0,13,0,13,65,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,94,114,66,104,0,13,0,13,0,13,7,14,0,13,1281,408,0,13,0,13,0,13,0,13,10,15,0,13,776,347,348,286,101,73,0,13,46,48,0,13,0,13,2426,625,512,182,4850,801,4143,764,707,356,7,12,238,124,21,30,393,363,35,49,0,13,0,13,28,47,0,13,0,13,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,13,19,741,487,735,486,0,13,0,13,0,13,0,13,6,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081050201,1645,348,0,13,0,13,0,13,42,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,211,187,0,13,0,13,0,13,30,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,181,199,0,13,0,13,0,13,0,13,0,13,117,189,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,68,0,13,0,13,0,13,0,13,0,13,0,13,369,181,0,13,0,13,0,13,0,13,0,13,0,13,126,118,96,113,88,80,0,13,59,65,0,13,0,13,640,229,265,136,1645,348,1410,331,235,159,10,13,67,60,0,13,101,143,11,16,0,13,0,13,0,13,11,16,0,13,0,13,0,13,46,50,0,13,0,13,0,13,37,50,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,117,140,117,140,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081050202,1301,225,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,73,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,95,81,0,13,0,13,0,13,0,13,17,27,43,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,30,38,0,13,0,13,0,13,0,13,0,13,488,215,0,13,0,13,0,13,0,13,12,20,0,13,86,79,338,213,61,73,0,13,23,23,0,13,0,13,460,188,234,139,1301,225,1237,218,64,75,0,13,63,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,4,0,13,0,13,0,13,1,4,245,169,152,118,93,127,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081050400,1775,356,0,13,0,13,0,13,51,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,0,13,7,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,96,81,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,23,0,13,0,13,0,13,0,13,0,13,0,13,869,349,0,13,18,31,0,13,0,13,7,11,0,13,346,310,437,175,15,26,0,13,46,47,0,13,0,13,580,210,206,105,1775,356,1714,351,61,46,4,6,0,13,0,13,45,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,14,7,13,0,13,0,13,5,8,68,82,0,13,54,81,0,13,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081050500,1895,445,0,13,40,57,0,13,31,38,117,125,0,13,0,13,0,13,0,13,54,82,0,13,0,13,63,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,15,26,0,13,0,13,0,13,0,13,83,66,7,10,119,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,376,406,0,13,15,25,39,56,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,37,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,60,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,629,226,476,171,1895,445,1658,426,237,149,8,15,30,39,0,13,0,13,66,87,0,13,0,13,0,13,0,13,0,13,66,87,0,13,118,86,0,13,0,13,13,20,34,33,6,10,0,13,62,81,0,13,3,4,0,13,15,25,0,13,0,13,0,13,15,25,736,203,132,128,0,13,0,13,54,58,0,13,406,190,76,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,56
36081050600,1538,345,0,13,0,13,0,13,43,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,116,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,15,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,548,296,0,13,6,8,0,13,0,13,9,14,0,13,223,210,234,180,23,28,0,13,64,58,0,13,0,13,624,223,254,128,1538,345,1411,367,127,77,0,13,35,34,0,13,0,13,5,8,0,13,0,13,0,13,0,13,5,8,0,13,0,13,87,72,0,13,0,13,0,13,5,8,63,68,0,13,0,13,0,13,0,13,19,26,0,13,0,13,0,13,0,13,0,13,179,194,2,3,162,186,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,15
36081050700,3717,571,0,13,107,121,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,50,0,13,0,13,32,40,8,14,0,13,37,42,24,38,43,66,0,13,0,13,8,14,0,13,24,37,0,13,0,13,13,19,0,13,0,13,27,42,28,43,0,13,9,14,0,13,20,31,0,13,170,109,0,13,44,51,0,13,57,74,0,13,0,13,387,194,0,13,404,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,647,373,0,13,21,35,11,18,0,13,0,13,11,17,0,13,0,13,0,13,102,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,68,0,13,0,13,0,13,0,13,17,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,24,0,13,0,13,0,13,0,13,0,13,1408,453,577,193,3717,571,3079,448,638,378,0,13,149,107,12,19,31,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,426,363,0,13,0,13,0,13,283,302,143,211,0,13,0,13,0,13,0,13,0,13,20,24,0,13,13,20,0,13,7,12,904,263,25,40,0,13,0,13,0,13,0,13,548,207,123,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,50,0,13,146,130,0,13,0,13,25,42
