ed,cd,dem,rep,con,wor,oth,blank,total
73011,4,770.0,333.0,1.0,1.0,47.0,381.0,1533.0
73012,4,812.0,106.0,6.0,1.0,24.0,260.0,1209.0
73013,4,723.0,94.0,2.0,1.0,17.0,247.0,1084.0
73014,4,546.0,105.0,0.0,5.0,22.0,264.0,942.0
73015,4,910.0,187.0,1.0,1.0,31.0,448.0,1578.0
73016,4,618.0,144.0,5.0,0.0,34.0,318.0,1119.0
73017,4,635.0,184.0,1.0,0.0,36.0,286.0,1142.0
73018,4,218.0,51.0,0.0,0.0,8.0,74.0,351.0
73019,4,927.0,237.0,6.0,3.0,51.0,369.0,1593.0
73020,4,1000.0,249.0,3.0,2.0,32.0,354.0,1640.0
73021,4,639.0,156.0,5.0,1.0,39.0,327.0,1167.0
73022,4,633.0,183.0,1.0,1.0,37.0,266.0,1121.0
73023,4,652.0,148.0,0.0,1.0,31.0,212.0,1044.0
73024,4,567.0,114.0,4.0,0.0,26.0,246.0,957.0
73025,4,771.0,201.0,7.0,4.0,39.0,362.0,1384.0
73026,4,667.0,167.0,3.0,2.0,30.0,356.0,1225.0
73027,4,668.0,210.0,2.0,0.0,30.0,326.0,1236.0
73028,4,562.0,122.0,2.0,1.0,32.0,214.0,933.0
73029,4,698.0,225.0,1.0,0.0,32.0,250.0,1206.0
73030,4,859.0,185.0,1.0,0.0,34.0,249.0,1328.0
73031,4,658.0,147.0,2.0,0.0,25.0,226.0,1058.0
73032,4,729.0,158.0,1.0,0.0,27.0,259.0,1174.0
73033,4,653.0,160.0,3.0,1.0,21.0,271.0,1109.0
73034,5,940.0,253.0,2.0,0.0,35.0,417.0,1647.0
73035,5,327.0,84.0,0.0,0.0,12.0,160.0,583.0
73036,4,569.0,175.0,2.0,1.0,27.0,242.0,1016.0
73037,5,755.0,204.0,5.0,0.0,41.0,328.0,1333.0
73038,5,847.0,253.0,4.0,1.0,46.0,370.0,1521.0
73039,4,804.0,211.0,2.0,1.0,34.0,308.0,1360.0
73040,4,707.0,267.0,1.0,1.0,51.0,291.0,1318.0
73041,4,604.0,198.0,4.0,0.0,30.0,236.0,1072.0
73042,4,670.0,228.0,2.0,0.0,30.0,280.0,1210.0
73043,4,776.0,263.0,1.0,0.0,35.0,276.0,1351.0
73044,4,680.0,172.0,2.0,1.0,20.0,221.0,1096.0
73045,4,750.0,213.0,4.0,2.0,26.0,269.0,1264.0
73046,4,772.0,241.0,0.0,0.0,52.0,281.0,1346.0
73047,4,626.0,219.0,1.0,1.0,35.0,245.0,1127.0
73048,4,899.0,292.0,3.0,0.0,34.0,329.0,1557.0
73049,4,550.0,158.0,2.0,0.0,22.0,217.0,949.0
73050,4,881.0,249.0,2.0,1.0,38.0,349.0,1520.0
73051,4,839.0,201.0,4.0,0.0,37.0,301.0,1382.0
73052,4,710.0,172.0,3.0,1.0,34.0,245.0,1165.0
73053,4,712.0,198.0,1.0,2.0,33.0,236.0,1182.0
73054,4,929.0,198.0,1.0,1.0,29.0,293.0,1451.0
73055,4,674.0,169.0,1.0,2.0,32.0,213.0,1091.0
73056,4,579.0,125.0,0.0,1.0,24.0,199.0,928.0
73057,4,661.0,153.0,1.0,1.0,29.0,200.0,1045.0
73058,4,577.0,127.0,2.0,0.0,23.0,214.0,943.0
73059,5,972.0,169.0,1.0,3.0,33.0,295.0,1473.0
73060,5,438.0,55.0,0.0,1.0,10.0,93.0,597.0
73061,5,415.0,40.0,1.0,0.0,13.0,136.0,605.0
73062,5,971.0,163.0,2.0,4.0,32.0,352.0,1524.0
73063,4,797.0,208.0,3.0,0.0,29.0,270.0,1307.0
73064,5,1045.0,227.0,3.0,3.0,32.0,278.0,1588.0
73065,4,606.0,143.0,0.0,1.0,21.0,183.0,954.0
73066,4,846.0,174.0,2.0,0.0,36.0,345.0,1403.0
73067,4,750.0,142.0,2.0,0.0,31.0,251.0,1176.0
73068,4,599.0,141.0,3.0,0.0,24.0,221.0,988.0
73069,5,897.0,126.0,3.0,2.0,31.0,254.0,1313.0
73070,2,4.0,0.0,0.0,0.0,0.0,1.0,5.0
73071,4,,,,,,,
73072,4,,,,,,,
74001,4,725.0,156.0,2.0,1.0,28.0,330.0,1242.0
74002,4,844.0,159.0,2.0,2.0,40.0,319.0,1366.0
74003,4,789.0,141.0,4.0,0.0,31.0,302.0,1267.0
74004,4,679.0,147.0,3.0,1.0,22.0,285.0,1137.0
74005,4,584.0,141.0,1.0,1.0,31.0,290.0,1048.0
74006,4,672.0,151.0,1.0,1.0,32.0,356.0,1213.0
74008,4,889.0,136.0,3.0,1.0,31.0,343.0,1403.0
74009,2,424.0,91.0,0.0,2.0,17.0,163.0,697.0
74010,2,753.0,144.0,2.0,0.0,40.0,339.0,1278.0
74011,4,1109.0,132.0,3.0,3.0,39.0,315.0,1601.0
74012,2,925.0,121.0,2.0,4.0,44.0,287.0,1383.0
74013,2,785.0,109.0,0.0,2.0,28.0,242.0,1166.0
74014,2,1260.0,160.0,2.0,5.0,27.0,381.0,1835.0
74015,4,1007.0,173.0,5.0,4.0,24.0,267.0,1480.0
74016,4,1082.0,150.0,6.0,3.0,34.0,254.0,1529.0
74017,4,995.0,107.0,1.0,4.0,36.0,245.0,1388.0
74018,4,1053.0,116.0,2.0,1.0,25.0,242.0,1439.0
74019,4,729.0,95.0,3.0,1.0,29.0,143.0,1000.0
74020,4,779.0,125.0,3.0,5.0,27.0,195.0,1134.0
74021,4,643.0,83.0,2.0,2.0,9.0,176.0,915.0
74022,4,934.0,126.0,6.0,3.0,38.0,199.0,1306.0
74023,4,903.0,115.0,4.0,3.0,23.0,213.0,1261.0
74024,4,869.0,111.0,7.0,1.0,24.0,196.0,1208.0
74025,2,1055.0,73.0,3.0,2.0,22.0,252.0,1407.0
74026,2,990.0,66.0,3.0,8.0,14.0,253.0,1334.0
74027,2,1050.0,60.0,5.0,6.0,30.0,270.0,1421.0
74028,2,699.0,35.0,3.0,5.0,18.0,150.0,910.0
74029,2,933.0,64.0,3.0,5.0,29.0,194.0,1228.0
74030,2,1081.0,65.0,5.0,11.0,24.0,202.0,1388.0
74031,2,1137.0,58.0,3.0,9.0,24.0,271.0,1502.0
74032,2,949.0,58.0,6.0,4.0,22.0,208.0,1247.0
74033,2,890.0,47.0,3.0,1.0,26.0,198.0,1165.0
74034,2,1164.0,57.0,1.0,4.0,20.0,266.0,1512.0
74035,2,979.0,51.0,2.0,8.0,29.0,211.0,1280.0
74036,2,978.0,52.0,3.0,5.0,26.0,241.0,1305.0
74037,2,848.0,54.0,2.0,8.0,22.0,180.0,1114.0
74038,2,964.0,59.0,1.0,7.0,13.0,198.0,1242.0
74039,2,776.0,40.0,1.0,2.0,13.0,196.0,1028.0
74040,2,674.0,36.0,4.0,2.0,14.0,159.0,889.0
74041,2,646.0,70.0,4.0,4.0,18.0,136.0,878.0
74042,2,798.0,154.0,5.0,7.0,32.0,277.0,1273.0
74043,2,934.0,62.0,1.0,3.0,21.0,252.0,1273.0
74044,2,437.0,118.0,1.0,1.0,18.0,207.0,782.0
74045,2,747.0,137.0,1.0,3.0,21.0,287.0,1196.0
74046,2,655.0,50.0,3.0,2.0,22.0,145.0,877.0
74047,2,553.0,71.0,1.0,1.0,17.0,114.0,757.0
74048,2,589.0,88.0,2.0,0.0,24.0,220.0,923.0
74049,2,954.0,144.0,3.0,3.0,21.0,272.0,1397.0
74050,2,715.0,95.0,2.0,0.0,31.0,229.0,1072.0
74051,2,952.0,113.0,0.0,1.0,30.0,257.0,1353.0
74052,2,628.0,68.0,2.0,4.0,13.0,197.0,912.0
74053,2,884.0,83.0,5.0,5.0,30.0,250.0,1257.0
74054,2,462.0,51.0,1.0,0.0,15.0,116.0,645.0
74055,2,933.0,116.0,5.0,1.0,32.0,261.0,1348.0
74056,2,710.0,109.0,2.0,2.0,31.0,263.0,1117.0
74057,2,911.0,104.0,3.0,1.0,29.0,235.0,1283.0
74058,2,683.0,89.0,1.0,1.0,19.0,182.0,975.0
74059,2,914.0,145.0,1.0,1.0,31.0,334.0,1426.0
74060,2,420.0,47.0,1.0,2.0,17.0,116.0,603.0
74061,2,452.0,62.0,1.0,1.0,12.0,168.0,696.0
74062,2,145.0,11.0,0.0,0.0,3.0,36.0,195.0
74063,3,207.0,37.0,0.0,0.0,7.0,74.0,325.0
74064,4,51.0,3.0,0.0,0.0,3.0,18.0,75.0
74065,2,305.0,24.0,0.0,2.0,8.0,123.0,462.0
74066,2,345.0,53.0,2.0,1.0,16.0,122.0,539.0
74068,2,,,,,,,
74070,4,,,,,,,
74071,2,,,,,,,
74072,1,,,,,,,
75001,6,902.0,121.0,2.0,1.0,22.0,258.0,1306.0
75002,6,1085.0,161.0,1.0,0.0,25.0,319.0,1591.0
75003,6,900.0,153.0,1.0,0.0,19.0,278.0,1351.0
75004,6,434.0,82.0,1.0,0.0,9.0,147.0,673.0
75005,6,744.0,145.0,0.0,0.0,25.0,326.0,1240.0
75006,6,924.0,147.0,2.0,1.0,29.0,353.0,1456.0
75007,3,275.0,38.0,2.0,0.0,7.0,80.0,402.0
75008,6,1099.0,140.0,5.0,0.0,29.0,326.0,1599.0
75009,3,797.0,86.0,2.0,2.0,17.0,248.0,1152.0
75010,6,896.0,183.0,3.0,2.0,46.0,387.0,1517.0
75011,6,522.0,166.0,2.0,0.0,31.0,252.0,973.0
75012,6,708.0,155.0,4.0,0.0,24.0,277.0,1168.0
75013,4,878.0,263.0,4.0,1.0,43.0,401.0,1590.0
75014,4,588.0,119.0,1.0,1.0,22.0,272.0,1003.0
75015,4,592.0,114.0,3.0,2.0,15.0,311.0,1037.0
75016,3,405.0,67.0,3.0,0.0,13.0,172.0,660.0
75017,3,614.0,57.0,2.0,2.0,19.0,167.0,861.0
75018,2,325.0,58.0,1.0,2.0,9.0,170.0,565.0
75019,4,9.0,0.0,0.0,0.0,1.0,5.0,15.0
75020,3,761.0,156.0,6.0,3.0,64.0,341.0,1331.0
75021,3,349.0,60.0,2.0,0.0,14.0,159.0,584.0
75022,3,710.0,104.0,2.0,1.0,35.0,267.0,1119.0
75023,3,663.0,101.0,3.0,0.0,13.0,271.0,1051.0
75024,3,801.0,122.0,3.0,1.0,18.0,299.0,1244.0
75025,3,384.0,42.0,1.0,0.0,13.0,109.0,549.0
75026,3,983.0,126.0,0.0,0.0,21.0,312.0,1442.0
75027,3,670.0,73.0,0.0,1.0,16.0,226.0,986.0
75028,3,1000.0,89.0,2.0,2.0,24.0,247.0,1364.0
75029,3,805.0,80.0,3.0,3.0,20.0,266.0,1177.0
75030,3,748.0,129.0,2.0,2.0,25.0,324.0,1230.0
75031,3,1011.0,105.0,3.0,4.0,34.0,279.0,1436.0
75032,3,847.0,78.0,1.0,2.0,33.0,200.0,1161.0
75033,3,783.0,76.0,3.0,1.0,20.0,236.0,1119.0
75034,3,662.0,71.0,2.0,1.0,21.0,225.0,982.0
75035,3,584.0,83.0,3.0,1.0,19.0,263.0,953.0
75036,3,411.0,68.0,2.0,2.0,28.0,109.0,620.0
75037,3,868.0,68.0,1.0,0.0,19.0,224.0,1180.0
75038,3,892.0,61.0,6.0,5.0,24.0,148.0,1136.0
75039,3,851.0,79.0,3.0,4.0,25.0,125.0,1087.0
75040,3,586.0,60.0,1.0,2.0,23.0,180.0,852.0
75041,3,849.0,104.0,0.0,1.0,21.0,296.0,1271.0
75042,3,772.0,47.0,2.0,2.0,23.0,176.0,1022.0
75043,3,1086.0,105.0,3.0,3.0,31.0,206.0,1434.0
75044,3,1075.0,75.0,1.0,0.0,33.0,242.0,1426.0
75045,3,866.0,54.0,1.0,0.0,24.0,204.0,1149.0
75046,3,802.0,71.0,0.0,2.0,15.0,224.0,1114.0
75047,3,841.0,69.0,1.0,2.0,16.0,209.0,1138.0
75048,3,519.0,46.0,2.0,1.0,15.0,134.0,717.0
75049,3,1053.0,72.0,2.0,2.0,21.0,241.0,1391.0
75050,3,784.0,63.0,2.0,2.0,20.0,206.0,1077.0
75051,3,1092.0,96.0,1.0,3.0,31.0,259.0,1482.0
75052,3,982.0,53.0,2.0,1.0,25.0,107.0,1170.0
75053,3,987.0,55.0,0.0,0.0,20.0,107.0,1169.0
75054,3,592.0,81.0,1.0,4.0,21.0,209.0,908.0
75055,3,626.0,78.0,3.0,9.0,21.0,280.0,1017.0
75056,3,553.0,55.0,2.0,1.0,22.0,206.0,839.0
75057,3,608.0,88.0,0.0,1.0,18.0,282.0,997.0
75058,3,756.0,80.0,2.0,3.0,18.0,255.0,1114.0
75059,3,958.0,109.0,3.0,0.0,24.0,377.0,1471.0
75060,3,717.0,106.0,2.0,3.0,25.0,252.0,1105.0
75061,3,848.0,49.0,1.0,12.0,21.0,200.0,1131.0
75062,3,1100.0,93.0,1.0,5.0,24.0,257.0,1480.0
75063,3,1156.0,57.0,1.0,0.0,33.0,224.0,1471.0
75064,3,993.0,70.0,1.0,3.0,23.0,250.0,1340.0
75065,3,728.0,76.0,1.0,6.0,26.0,240.0,1077.0
75066,3,987.0,99.0,6.0,1.0,24.0,288.0,1405.0
75067,4,38.0,4.0,0.0,0.0,1.0,24.0,67.0
75068,6,,,,,,,
75070,6,,,,,,,
75071,4,,,,,,,
76001,5,769.0,193.0,3.0,0.0,26.0,263.0,1254.0
76002,5,473.0,147.0,3.0,2.0,23.0,180.0,828.0
76003,5,562.0,128.0,2.0,2.0,23.0,240.0,957.0
76004,5,681.0,205.0,1.0,0.0,22.0,262.0,1171.0
76005,5,800.0,200.0,1.0,1.0,29.0,266.0,1297.0
76006,5,815.0,161.0,3.0,0.0,23.0,312.0,1314.0
76007,5,810.0,151.0,0.0,0.0,26.0,242.0,1229.0
76008,5,535.0,109.0,3.0,2.0,19.0,205.0,873.0
76009,5,853.0,178.0,2.0,1.0,30.0,382.0,1446.0
76010,5,669.0,79.0,0.0,2.0,19.0,213.0,982.0
76011,5,810.0,161.0,0.0,0.0,31.0,316.0,1318.0
76012,5,827.0,148.0,2.0,1.0,37.0,289.0,1304.0
76013,5,742.0,143.0,4.0,2.0,24.0,289.0,1204.0
76014,5,782.0,141.0,0.0,1.0,24.0,228.0,1176.0
76015,5,719.0,135.0,1.0,3.0,37.0,235.0,1130.0
76016,5,475.0,107.0,3.0,1.0,17.0,196.0,799.0
76017,5,721.0,115.0,1.0,1.0,23.0,226.0,1087.0
76018,5,614.0,158.0,5.0,0.0,37.0,220.0,1034.0
76019,5,949.0,209.0,2.0,1.0,35.0,343.0,1539.0
76020,5,802.0,213.0,3.0,0.0,39.0,374.0,1431.0
76021,5,826.0,159.0,2.0,1.0,33.0,215.0,1236.0
76022,5,774.0,147.0,4.0,1.0,33.0,249.0,1208.0
76023,5,635.0,145.0,5.0,3.0,20.0,198.0,1006.0
76024,5,870.0,160.0,5.0,4.0,41.0,307.0,1387.0
76025,5,592.0,91.0,3.0,2.0,31.0,216.0,935.0
76026,5,679.0,152.0,3.0,1.0,38.0,293.0,1166.0
76027,5,711.0,141.0,2.0,1.0,19.0,200.0,1074.0
76028,5,868.0,119.0,6.0,7.0,26.0,260.0,1286.0
76029,5,553.0,111.0,1.0,1.0,24.0,219.0,909.0
76030,5,904.0,199.0,1.0,1.0,36.0,306.0,1447.0
76031,5,796.0,144.0,1.0,1.0,28.0,263.0,1233.0
76032,5,950.0,183.0,2.0,0.0,26.0,318.0,1479.0
76033,5,827.0,130.0,2.0,4.0,28.0,295.0,1286.0
76034,5,895.0,183.0,1.0,0.0,37.0,318.0,1434.0
76035,5,846.0,134.0,1.0,1.0,33.0,267.0,1282.0
76036,5,937.0,174.0,5.0,3.0,41.0,309.0,1469.0
76037,5,901.0,153.0,2.0,2.0,29.0,300.0,1387.0
76038,5,591.0,91.0,1.0,3.0,28.0,228.0,942.0
76039,5,880.0,156.0,3.0,0.0,33.0,258.0,1330.0
76040,5,693.0,132.0,1.0,0.0,21.0,234.0,1081.0
76041,5,749.0,161.0,6.0,1.0,32.0,270.0,1219.0
76042,5,932.0,163.0,6.0,2.0,24.0,240.0,1367.0
76043,5,728.0,100.0,0.0,1.0,19.0,199.0,1047.0
76044,5,1006.0,193.0,2.0,2.0,31.0,250.0,1484.0
76045,5,883.0,154.0,0.0,2.0,37.0,270.0,1346.0
76046,5,986.0,138.0,3.0,2.0,22.0,236.0,1387.0
76047,5,650.0,83.0,2.0,2.0,18.0,197.0,952.0
76048,5,762.0,153.0,1.0,0.0,33.0,315.0,1264.0
76049,5,766.0,144.0,3.0,3.0,36.0,264.0,1216.0
76050,5,956.0,174.0,3.0,0.0,25.0,253.0,1411.0
76051,5,786.0,159.0,4.0,3.0,44.0,220.0,1216.0
76052,5,760.0,125.0,2.0,2.0,28.0,242.0,1159.0
76053,5,884.0,130.0,5.0,2.0,27.0,272.0,1320.0
76054,5,1058.0,177.0,3.0,1.0,38.0,351.0,1628.0
76055,5,859.0,93.0,0.0,5.0,24.0,243.0,1224.0
76056,5,871.0,130.0,1.0,4.0,42.0,271.0,1319.0
76057,5,649.0,97.0,1.0,2.0,21.0,180.0,950.0
76058,5,1048.0,156.0,1.0,3.0,34.0,327.0,1569.0
76059,5,931.0,80.0,4.0,5.0,24.0,241.0,1285.0
76060,5,623.0,59.0,1.0,1.0,16.0,275.0,975.0
76061,5,854.0,76.0,4.0,2.0,28.0,282.0,1246.0
76062,5,1106.0,103.0,5.0,3.0,35.0,351.0,1603.0
76063,4,,,,,,,
76065,5,,,,,,,
76067,5,,,,,,,
76068,5,,,,,,,
77001,16,1085.0,57.0,8.0,7.0,20.0,260.0,1437.0
77002,16,1142.0,66.0,8.0,7.0,25.0,247.0,1495.0
77003,16,1192.0,62.0,2.0,10.0,24.0,253.0,1543.0
77004,8,182.0,14.0,1.0,0.0,10.0,42.0,249.0
77005,16,1145.0,62.0,5.0,6.0,19.0,232.0,1469.0
77006,16,1282.0,77.0,3.0,4.0,28.0,257.0,1651.0
77007,16,1236.0,57.0,7.0,7.0,34.0,254.0,1595.0
77008,16,1115.0,65.0,4.0,9.0,19.0,212.0,1424.0
77009,16,1285.0,55.0,8.0,7.0,19.0,272.0,1646.0
77010,16,1170.0,59.0,2.0,1.0,30.0,239.0,1501.0
77011,16,1191.0,57.0,7.0,7.0,26.0,253.0,1541.0
77012,16,1133.0,53.0,4.0,4.0,19.0,197.0,1410.0
77013,14,1434.0,77.0,2.0,12.0,21.0,273.0,1819.0
77014,14,1223.0,56.0,9.0,3.0,25.0,231.0,1547.0
77015,14,108.0,4.0,0.0,3.0,0.0,19.0,134.0
77016,16,225.0,8.0,2.0,2.0,3.0,31.0,271.0
77017,16,889.0,46.0,2.0,5.0,16.0,177.0,1135.0
77018,16,899.0,61.0,1.0,5.0,24.0,154.0,1144.0
77019,16,838.0,40.0,1.0,3.0,17.0,155.0,1054.0
77020,14,306.0,17.0,0.0,2.0,4.0,62.0,391.0
77021,14,992.0,48.0,2.0,2.0,20.0,225.0,1289.0
77022,14,1020.0,43.0,4.0,4.0,23.0,224.0,1318.0
77023,14,1123.0,59.0,6.0,4.0,36.0,247.0,1475.0
77024,14,988.0,69.0,3.0,8.0,28.0,222.0,1318.0
77025,14,656.0,28.0,2.0,1.0,9.0,134.0,830.0
77026,14,993.0,46.0,3.0,4.0,24.0,197.0,1267.0
77027,14,1167.0,69.0,3.0,5.0,27.0,270.0,1541.0
77028,14,710.0,52.0,4.0,6.0,16.0,161.0,949.0
77029,16,242.0,16.0,0.0,2.0,9.0,39.0,308.0
77030,16,361.0,26.0,0.0,0.0,6.0,78.0,471.0
77031,16,819.0,34.0,5.0,2.0,13.0,165.0,1038.0
77032,16,952.0,51.0,2.0,0.0,16.0,198.0,1219.0
77033,16,563.0,28.0,3.0,2.0,9.0,100.0,705.0
77034,16,571.0,38.0,1.0,1.0,9.0,123.0,743.0
77035,16,1063.0,70.0,3.0,4.0,20.0,237.0,1397.0
77036,16,863.0,57.0,4.0,2.0,18.0,194.0,1138.0
77037,16,1063.0,48.0,2.0,4.0,32.0,253.0,1402.0
77038,16,697.0,39.0,4.0,3.0,11.0,137.0,891.0
77039,16,1055.0,56.0,2.0,9.0,30.0,244.0,1396.0
77040,16,857.0,43.0,3.0,3.0,16.0,175.0,1097.0
77041,16,989.0,63.0,2.0,2.0,24.0,217.0,1297.0
77042,16,1214.0,72.0,5.0,7.0,16.0,223.0,1537.0
77043,16,34.0,4.0,0.0,0.0,2.0,8.0,48.0
77044,16,1149.0,63.0,1.0,3.0,27.0,264.0,1507.0
77045,16,233.0,6.0,0.0,1.0,3.0,56.0,299.0
77046,16,1025.0,62.0,4.0,6.0,21.0,257.0,1375.0
77047,16,1001.0,45.0,2.0,2.0,16.0,183.0,1249.0
77048,16,495.0,26.0,0.0,4.0,5.0,100.0,630.0
77049,16,1317.0,52.0,3.0,3.0,26.0,204.0,1605.0
77050,16,1170.0,42.0,2.0,7.0,21.0,284.0,1526.0
77051,16,601.0,41.0,1.0,1.0,17.0,134.0,795.0
77052,16,1287.0,80.0,9.0,6.0,23.0,278.0,1683.0
77053,16,967.0,49.0,3.0,1.0,17.0,243.0,1280.0
77054,16,620.0,33.0,3.0,2.0,10.0,141.0,809.0
77055,16,320.0,22.0,1.0,0.0,14.0,61.0,418.0
77056,16,785.0,53.0,6.0,8.0,22.0,162.0,1036.0
77057,15,,,,,,,
77058,8,,,,,,,
77059,14,,,,,,,
77060,14,,,,,,,
77061,15,,,,,,,
77062,16,,,,,,,
77063,16,,,,,,,
77064,14,,,,,,,
77065,14,,,,,,,
78001,15,990.0,53.0,4.0,9.0,22.0,223.0,1301.0
78002,15,1126.0,49.0,3.0,6.0,31.0,226.0,1441.0
78003,15,1062.0,60.0,5.0,8.0,25.0,205.0,1365.0
78004,15,937.0,38.0,4.0,5.0,18.0,253.0,1255.0
78005,15,649.0,61.0,3.0,5.0,21.0,191.0,930.0
78006,15,653.0,42.0,2.0,3.0,13.0,164.0,877.0
78007,15,934.0,75.0,2.0,7.0,15.0,201.0,1234.0
78008,15,605.0,51.0,2.0,11.0,14.0,205.0,888.0
78009,15,607.0,50.0,3.0,6.0,13.0,199.0,878.0
78010,15,1031.0,58.0,2.0,6.0,21.0,231.0,1349.0
78011,15,370.0,35.0,2.0,4.0,14.0,97.0,522.0
78012,15,919.0,87.0,3.0,7.0,19.0,216.0,1251.0
78013,15,509.0,31.0,3.0,1.0,1.0,92.0,637.0
78014,15,853.0,41.0,3.0,4.0,21.0,221.0,1143.0
78015,15,216.0,13.0,0.0,2.0,6.0,49.0,286.0
78016,15,685.0,50.0,5.0,5.0,14.0,151.0,910.0
78017,15,1092.0,74.0,3.0,4.0,22.0,263.0,1458.0
78018,15,1058.0,100.0,3.0,6.0,18.0,289.0,1474.0
78019,15,971.0,52.0,1.0,5.0,24.0,239.0,1292.0
78020,15,1001.0,64.0,6.0,3.0,17.0,242.0,1333.0
78021,15,965.0,60.0,3.0,6.0,17.0,229.0,1280.0
78022,15,996.0,65.0,10.0,5.0,22.0,279.0,1377.0
78023,15,977.0,66.0,7.0,4.0,12.0,252.0,1318.0
78024,11,175.0,8.0,0.0,0.0,1.0,56.0,240.0
78025,15,729.0,67.0,5.0,3.0,24.0,145.0,973.0
78026,11,804.0,50.0,3.0,5.0,21.0,180.0,1063.0
78027,11,1011.0,65.0,2.0,5.0,23.0,236.0,1342.0
78028,11,1223.0,104.0,4.0,6.0,27.0,351.0,1715.0
78029,14,1031.0,92.0,3.0,11.0,24.0,290.0,1451.0
78030,11,884.0,76.0,0.0,4.0,21.0,232.0,1217.0
78031,11,577.0,32.0,6.0,3.0,13.0,153.0,784.0
78032,14,800.0,43.0,1.0,4.0,30.0,118.0,996.0
78033,14,1077.0,84.0,6.0,4.0,21.0,272.0,1464.0
78034,14,1087.0,70.0,7.0,2.0,18.0,271.0,1455.0
78035,14,1026.0,96.0,1.0,3.0,21.0,213.0,1360.0
78036,14,1042.0,62.0,4.0,2.0,29.0,205.0,1344.0
78037,14,1194.0,107.0,3.0,1.0,30.0,267.0,1602.0
78038,14,827.0,60.0,3.0,2.0,19.0,234.0,1145.0
78039,14,964.0,71.0,3.0,5.0,22.0,266.0,1331.0
78040,14,747.0,56.0,4.0,4.0,11.0,179.0,1001.0
78041,14,979.0,78.0,4.0,3.0,18.0,250.0,1332.0
78042,14,931.0,45.0,3.0,7.0,9.0,211.0,1206.0
78043,14,908.0,86.0,4.0,4.0,20.0,234.0,1256.0
78044,14,708.0,52.0,1.0,3.0,14.0,179.0,957.0
78045,14,691.0,41.0,2.0,1.0,13.0,156.0,904.0
78046,14,797.0,58.0,4.0,4.0,9.0,200.0,1072.0
78047,14,976.0,66.0,7.0,3.0,22.0,236.0,1310.0
78048,15,11.0,1.0,0.0,0.0,0.0,1.0,13.0
78049,15,762.0,57.0,4.0,6.0,18.0,178.0,1025.0
78050,14,388.0,47.0,4.0,3.0,9.0,109.0,560.0
78051,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0
78052,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0
78053,15,,,,,,,
78054,15,,,,,,,
79001,15,1105.0,48.0,7.0,6.0,25.0,210.0,1401.0
79002,15,157.0,13.0,1.0,0.0,3.0,40.0,214.0
79003,15,1002.0,42.0,4.0,3.0,23.0,192.0,1266.0
79004,15,781.0,40.0,0.0,8.0,23.0,175.0,1027.0
79005,15,739.0,41.0,1.0,5.0,18.0,176.0,980.0
79006,15,576.0,31.0,4.0,7.0,10.0,149.0,777.0
79007,15,153.0,12.0,1.0,1.0,8.0,34.0,209.0
79008,15,616.0,20.0,1.0,4.0,14.0,141.0,796.0
79009,16,375.0,18.0,0.0,1.0,9.0,62.0,465.0
79010,16,1041.0,37.0,3.0,4.0,25.0,208.0,1318.0
79011,16,1207.0,60.0,17.0,6.0,23.0,247.0,1560.0
79012,15,1070.0,47.0,6.0,7.0,28.0,267.0,1425.0
79013,16,984.0,38.0,0.0,6.0,18.0,251.0,1297.0
79014,16,1085.0,54.0,11.0,7.0,16.0,232.0,1405.0
79015,16,1323.0,79.0,3.0,8.0,28.0,277.0,1718.0
79016,17,549.0,31.0,3.0,3.0,6.0,132.0,724.0
79017,16,999.0,52.0,4.0,8.0,14.0,214.0,1291.0
79018,16,755.0,39.0,0.0,3.0,19.0,141.0,957.0
79019,15,492.0,20.0,3.0,3.0,5.0,109.0,632.0
79020,17,930.0,56.0,1.0,10.0,23.0,247.0,1267.0
79021,17,636.0,27.0,6.0,3.0,12.0,167.0,851.0
79022,15,1069.0,68.0,1.0,11.0,28.0,253.0,1430.0
79023,15,1145.0,57.0,5.0,12.0,24.0,273.0,1516.0
79024,17,796.0,38.0,3.0,7.0,18.0,181.0,1043.0
79025,17,628.0,34.0,2.0,5.0,6.0,137.0,812.0
79027,17,1009.0,64.0,5.0,7.0,15.0,224.0,1324.0
79028,17,1199.0,66.0,1.0,7.0,26.0,303.0,1602.0
79029,17,1135.0,62.0,3.0,11.0,25.0,267.0,1503.0
79030,17,820.0,41.0,4.0,5.0,19.0,168.0,1057.0
79031,17,783.0,34.0,2.0,9.0,25.0,187.0,1040.0
79033,17,580.0,21.0,3.0,4.0,14.0,120.0,742.0
79034,17,1147.0,58.0,6.0,8.0,21.0,253.0,1493.0
79035,16,1039.0,41.0,2.0,8.0,24.0,247.0,1361.0
79036,17,855.0,54.0,4.0,5.0,29.0,177.0,1124.0
79037,17,1158.0,51.0,3.0,11.0,25.0,239.0,1487.0
79038,17,1041.0,36.0,5.0,13.0,20.0,202.0,1317.0
79039,17,798.0,35.0,1.0,0.0,11.0,145.0,990.0
79040,17,1249.0,54.0,7.0,13.0,21.0,211.0,1555.0
79041,16,778.0,41.0,5.0,8.0,17.0,200.0,1049.0
79042,16,899.0,49.0,3.0,3.0,17.0,180.0,1151.0
79043,17,1388.0,61.0,3.0,6.0,22.0,319.0,1799.0
